"id","name","date_entered","date_modified","modified_user_id","created_by","description","deleted","assigned_user_id","account_type","industry","annual_revenue","phone_fax","billing_address_street","billing_address_city","billing_address_state","billing_address_postalcode","billing_address_country","rating","phone_office","phone_alternate","website","ownership","employees","ticker_symbol","shipping_address_street","shipping_address_city","shipping_address_state","shipping_address_postalcode","shipping_address_country","parent_id","sic_code","campaign_id"
"d1935706-cde1-3062-8d72-440c557d7f13", "Bristol Myers Squibb", "0000-00-00 00:00:00", "2009-11-17 18:48:35", "2a8ae252-4ca4-9c60-4d29-460910f94fa1", "1", "", "0", "1", "", "", "", "4789-8531", "Monroe 801", "Capital", "Buenos Aires", "1428", "Argentina", "", "4789-8400", "", "http://www.prvademecum.com/PRData/NEWLaboratorio.asp?L=48", "", "", "", "", "", "", "", "Argentina", "", "", ""
"e3ab5607-578a-088a-8a6f-440c55b91de3", "Abbott", "0000-00-00 00:00:00", "2009-11-17 18:09:04", "2a8ae252-4ca4-9c60-4d29-460910f94fa1", "1", "", "0", "1", "", "", "", "", "Ing. Butty 240 Piso 13", "Capital", "Buenos Aires", "1001", "Argentina", "", "5776-7200", "", "http://www.prvademecum.com/PRData/NEWLaboratorio.asp?L=1", "", "", "", "", "", "", "", "Argentina", "", "", ""
"152ac860-0471-225f-58d2-45054f934692", "Mallinckrodt Medical Argentina Ltd.", "2006-09-11 11:59:42", "2006-09-11 11:59:42", "b5aabf8d-e845-576a-e54c-44bbbce72314", "b5aabf8d-e845-576a-e54c-44bbbce72314", "", "0", "b5aabf8d-e845-576a-e54c-44bbbce72314", "", "", "", "", "Aguero 351", "Capital Federal", "Buenos Aires", "1171", "Argentina", "", "4863-5300", "", "http://", "", "", "", "", "", "", "", "", "", "", ""
"ed44e945-bfa9-fd8a-40e5-440c551306e8", "Beta", "0000-00-00 00:00:00", "2009-11-17 18:16:39", "2a8ae252-4ca4-9c60-4d29-460910f94fa1", "1", "", "0", "1", "", "", "", "5921-6299", "Av. San Juan 2266", "Capital", "Buenos Aires", "1232", "Argentina", "", "5921-6200 (Líneas rotativ", "", "http://www.prvademecum.com/PRData/NEWLaboratorio.asp?L=30", "", "", "", "", "", "", "", "Argentina", "", "", ""
"2d7e9de3-9a42-d091-bf5c-440c55c4ec25", "Gillette", "0000-00-00 00:00:00", "2006-12-12 13:06:23", "b5aabf8d-e845-576a-e54c-44bbbce72314", "1", "", "0", "1", "", "", "", "4721-8410", "Gdor. Ugarte 3561", "Munro", "Buenos Aires", "1605", "Argentina", "", "4721-8500", "", "http://www.prvademecum.com/PRData/NEWLaboratorio.asp?L=540", "", "", "", "", "", "", "", "Argentina", "", "", ""
"37023fb8-02b0-7bd3-724f-440c5529a299", "Boehringer Ingelheim", "0000-00-00 00:00:00", "2012-12-11 20:55:43", "2a8ae252-4ca4-9c60-4d29-460910f94fa1", "1", " 
", "0", "1", "", "", "", "4704-8677", "Casadores de Coq. 2841-p2, Urbana 4", "Munro", "", "B1605AZE", "Argentina", "", "4704-8600", "", "http://www.prvademecum.com/PRData/NEWLaboratorio.asp?L=43", "", "", "", "Casadores de Coq. 2841-p2, Urbana 4", "Munro", "", "B1605AZE", "Argentina", "", "", ""
"41af1d3c-6ac2-4d97-63d3-440c554ce2ed", "Roche", "0000-00-00 00:00:00", "2013-04-09 15:33:41", "2a8ae252-4ca4-9c60-4d29-460910f94fa1", "1", "", "0", "1", "", "", "", "(5411) 5129-8031", "Rawson 3150 (Panam. Ruta 9 - Km 34", "Ricardo Rojas Tigre", "Buenos Aires", "1610", "Argentina", "", "(5411) 5129-8000", "", "http://www.prvademecum.com/PRData/NEWLaboratorio.asp?L=250", "", "", "", "", "", "", "", "Argentina", "", "", ""
"4b45fb3e-bf5c-d495-b1ff-440c55401d24", "Wyeth Pfizer", "0000-00-00 00:00:00", "2010-11-03 13:02:37", "5299efde-0730-3dc3-5224-4cb74cd8fbee", "1", "", "0", "1", "", "", "", "4317-1689/1654", "Ing. E. Butty 275 Piso 7", "Capital", "Buenos Aires", "C1001AFA", "Argentina", "", "4317-1600", "", "http://", "", "", "", "", "", "", "", "Argentina", "", "", ""
"54c6056d-47fe-e545-65b4-440c558bd498", "CSL Behring", "0000-00-00 00:00:00", "2011-05-19 19:32:31", "2016eb50-d014-8533-f5c6-4623c37f6258", "1", "", "0", "1", "", "", "", "4344-9578/7", "Fray Justo Sarmiento 2350", "Olivos", "Buenos Aires", "B1636AKJ", "Argentina", "", "4344- 9568", "", "http://", "", "", "", "", "", "", "", "Argentina", "be157dea-2293-de83-61db-440c667098fc", "", ""
"5f5c40fd-11cb-22fa-75f5-440c55e035de", "Sanofi Aventis Pasteur", "0000-00-00 00:00:00", "2007-05-09 12:46:24", "2a8ae252-4ca4-9c60-4d29-460910f94fa1", "1", "", "0", "1", "", "", "", "4732-5207", "Av. Int. Tomkinson 2054", "San Isidro", "Buenos Aires", "B1642EMU", "Argentina", "", "4732-5000", "Vigilancia dir 4732-8000", "http://www.sanofipasteur.com.ar", "", "", "", "", "", "", "", "Argentina", "be157dea-2293-de83-61db-440c667098fc", "", ""
"bba7d003-2fc9-a858-6410-440c559f5b39", "Sanofi-Aventis Argentina", "0000-00-00 00:00:00", "2007-07-02 20:49:18", "2a8ae252-4ca4-9c60-4d29-460910f94fa1", "1", "Resultado de la fusion entre Sanofi-Synthelabo de Argentina y Aventis Pharma", "0", "1", "", "", "", "", "Av. Int. Tomkinson 2054", "San Isidro", "Buenos Aires", "B1642EMU", "Argentina", "", "4732-5000", "", "http://", "", "", "", "", "", "", "", "Argentina", "be157dea-2293-de83-61db-440c667098fc", "", ""
"8c6ce0d4-5fcd-73f7-1254-440c55ed0e75", "Schering Plough", "0000-00-00 00:00:00", "2013-04-04 15:19:58", "2a8ae252-4ca4-9c60-4d29-460910f94fa1", "1", "", "0", "1", "", "", "", "", "Cazadores de Coquimbo 2841/57 - 4º piso", "Munro - Vicente López", "Buenos Aires", "B1605AZE", "Argentina", "", "6090-7200", "4756-3030/4076 ó 3220-435", "http://www.prvademecum.com/PRData/NEWLaboratorio.asp?L=268", "", "", "", "", "", "", "", "Argentina", "", "", ""
"2d36a495-55fe-7edc-bdcc-440c55cf9458", "GSK", "0000-00-00 00:00:00", "2007-06-25 20:36:56", "2a8ae252-4ca4-9c60-4d29-460910f94fa1", "1", "", "0", "1", "", "", "", "4725-8949", "Carlos Casares 3690", "Victoria", "Buenos Aires", "B1644BCD", "Argentina", "", "4725-8900 (Líneas rotativ", "", "http://www.prvademecum.com/PRData/NEWLaboratorio.asp?L=624", "", "", "", "", "", "", "", "Argentina", "", "", ""
"5a02c63c-8506-9871-2fca-440c55ef153e", "3M", "0000-00-00 00:00:00", "2012-05-22 16:36:19", "2a8ae252-4ca4-9c60-4d29-460910f94fa1", "1", "", "0", "1", "", "", "", "", "Olga Cossettini 1031 Puerto Madero", "Capital", "Buenos Aires", "1107", "Argentina", "", "4339-2400", "", "http://www.prvademecum.com/PRData/NEWLaboratorio.asp?L=276", "", "", "", "", "", "", "", "Argentina", "", "", ""
"ddb4dc5e-e6ef-8c0f-fe5e-440c557d6b6b", "Alcon", "0000-00-00 00:00:00", "2012-10-24 13:39:49", "2a8ae252-4ca4-9c60-4d29-460910f94fa1", "1", "", "0", "1", "", "", "", "", "Alicia Moreau de Justo 240 - 2º piso", "", "Capital Federal", "", "Argentina", "", "4318-7200", "", "http://www.prvademecum.com/PRData/NEWLaboratorio.asp?L=4", "", "", "", "", "", "", "", "Argentina", "", "", ""
"7dee0d73-0a00-47f5-fa06-440c55a4cc72", "Allergan Loa", "0000-00-00 00:00:00", "2009-11-17 18:09:52", "2a8ae252-4ca4-9c60-4d29-460910f94fa1", "1", "Me dieron un No rotundo en cuanto a e-learning, tienen un sistema propio, por medio del cual capacitan a todo latinoamerica.-", "0", "1", "", "", "", "6322-6464 ext. 7000", "Av. Libertador 498, 29°p Sec.Norte", "Capital", "Buenos Aires", "1001", "Argentina", "", "6322-6464 ext. 7010", "", "http://www.prvademecum.com/PRData/NEWLaboratorio.asp?L=7", "", "", "", "", "", "", "", "Argentina", "", "", ""
"861876ec-4275-8a2f-b72e-440c5584b4cf", "Alvear", "0000-00-00 00:00:00", "2009-11-17 18:11:59", "2a8ae252-4ca4-9c60-4d29-460910f94fa1", "1", "", "0", "1", "", "", "", "4656-6549", "Av. Rivadavia 14644 Piso 1 A", "Ramos Mejía", "Buenos Aires", "1704", "Argentina", "", "4656-6549 (Líneas rotativ", "", "http://www.prvademecum.com/PRData/NEWLaboratorio.asp?L=665", "", "", "", "", "", "", "", "Argentina", "", "", ""
"8fe508e1-8cc2-472a-bdc0-440c557e7ed6", "Andromaco", "0000-00-00 00:00:00", "2009-11-17 18:12:39", "2a8ae252-4ca4-9c60-4d29-460910f94fa1", "1", "", "0", "1", "", "", "", "4362-0725", "Av. Ingeniero Huergo 1145", "Capital", "Buenos Aires", "1107", "Argentina", "", "4021-6000", "", "http://www.prvademecum.com/PRData/NEWLaboratorio.asp?L=10", "", "", "", "", "", "", "", "Argentina", "", "", ""
"283a3ede-c073-9282-3cf7-440c554ff121", "Ariston", "0000-00-00 00:00:00", "2012-06-12 19:08:51", "2a8ae252-4ca4-9c60-4d29-460910f94fa1", "1", "", "0", "1", "", "", "", "4658-7290", "O'Connor 550/5", "V. Sarmiento Morón", "Buenos Aires", "B1707AKF", "Argentina", "", "4658-3051/55", "", "http://www.laboratorio-ariston.com.ar", "", "", "", "", "", "", "", "Argentina", "", "", ""
"39c8705e-4edc-c057-ac76-440c5500a046", "ASMOPUL", "0000-00-00 00:00:00", "2007-02-22 16:25:18", "1", "1", "", "0", "1", "", "", "", "4930-0040", "Independencia 4032", "Capital", "Buenos Aires", "1226", "Argentina", "", "4930-0040/0041", "", "http://www.prvademecum.com/PRData/NEWLaboratorio.asp?L=16", "", "", "", "", "", "", "", "Argentina", "", "", ""
"4355f2ac-15c0-5cff-fc38-440c55b42dea", "Asoc. Arg. Mark.", "0000-00-00 00:00:00", "2011-11-21 19:48:46", "2a8ae252-4ca4-9c60-4d29-460910f94fa1", "1", "", "0", "1", "", "Other", "", "", "25 de Mayo 786 6º Of 41", "Capital", "Buenos Aires", "", "Argentina", "", "4312-4697", "", "http://", "", "", "", "", "", "", "", "Argentina", "", "", ""
"6523b956-a3da-c0cb-4890-440c556f3d81", "ASOFARMA", "0000-00-00 00:00:00", "2009-12-01 14:38:54", "2a8ae252-4ca4-9c60-4d29-460910f94fa1", "1", "", "0", "1", "", "Other", "", "", "Int. Cnel Amaro Avalos 2829. Edif.1 Piso 4°", "Munro", "Buenos Aires", "", "Argentina", "", "4509-7300", "", "http://www.prvademecum.com/PRData/NEWLaboratorio.asp?L=17", "", "", "", "", "", "", "", "Argentina", "", "", ""
"6f155396-035c-1271-0d14-440c55c63c22", "Assistance", "0000-00-00 00:00:00", "2009-11-17 18:13:23", "2a8ae252-4ca4-9c60-4d29-460910f94fa1", "1", "", "0", "1", "", "", "", "4394-1555", "Av. Córdoba 950 Piso 13 Of. B", "Capital", "Buenos Aires", "1054", "Argentina", "", "4394-1555", "", "http://www.prvademecum.com/PRData/NEWLaboratorio.asp?L=321", "", "", "", "", "", "", "", "Argentina", "", "", ""
"e0c0465a-f61b-5219-54a3-440c55d6a11e", "Atlas", "0000-00-00 00:00:00", "2012-10-24 13:39:24", "2a8ae252-4ca4-9c60-4d29-460910f94fa1", "1", "", "0", "1", "", "", "", "4568-5014", "J. V. González 2456", "Capital", "Buenos Aires", "1417", "Argentina", "", "4566-8188 int. 100", "", "http://www.atlasfarmaceutica.com..ar", "", "", "", "", "", "", "", "Argentina", "", "", ""
"66b946fd-4c2c-d325-a5e9-440c55469956", "Bajer", "0000-00-00 00:00:00", "2009-11-17 18:14:15", "2a8ae252-4ca4-9c60-4d29-460910f94fa1", "1", "", "0", "1", "", "", "", "4582-5171", "A. R. Bufano 1265", "Capital", "Buenos Aires", "1416", "Argentina", "", "4582-7920/0748  4581-1837", "", "http://www.bajer.com.ar", "", "", "", "", "", "", "", "Argentina", "", "", ""
"7b032c11-c6f7-fa7d-5ad9-440c5584ab3f", "Baliarda", "0000-00-00 00:00:00", "2009-11-17 18:14:29", "2a8ae252-4ca4-9c60-4d29-460910f94fa1", "1", "", "0", "1", "", "", "", "4122-5899", "Cochabamba 2525", "Capital", "Buenos Aires", "C1252AAO", "Argentina", "", "4122-5800", "", "http://www.prvademecum.com/PRData/NEWLaboratorio.asp?L=25", "", "", "", "", "", "", "", "Argentina", "", "", ""
"9858f6f7-4597-41e1-2d4b-440c55caae42", "Bausch & Lomb", "0000-00-00 00:00:00", "2013-06-19 18:55:44", "2a8ae252-4ca4-9c60-4d29-460910f94fa1", "1", "", "0", "1", "", "", "", "4856-4694", "Libertador 174, piso 13.", "Vicente López", "Buenos Aires", "B1638BEN", "Argentina", "", "4856-4694/97 (Líneas rota", "", "http://www.prvademecum.com/PRData/NEWLaboratorio.asp?L=579", "", "", "", "", "", "", "", "Argentina", "", "", ""
"e491b7c8-be7d-987d-3c61-440c5576324e", "Bayer", "0000-00-00 00:00:00", "2009-11-17 18:15:14", "2a8ae252-4ca4-9c60-4d29-460910f94fa1", "1", "", "0", "1", "", "", "", "4762-7100", "Ricardo Gutiérrez 3652", "Munro", "Buenos Aires", "B1605EHD", "Argentina", "", "4762-7000 (Líneas rotativ", "", "http://www.bayer.com.ar", "", "", "", "", "", "", "", "Argentina", "", "", ""
"870ca503-a770-8181-d585-440c556e6aa6", "Beiersdorf", "0000-00-00 00:00:00", "2009-11-17 18:16:07", "2a8ae252-4ca4-9c60-4d29-460910f94fa1", "1", "", "0", "1", "", "", "", "4553-0103", "Av. Triunvirato 2902", "Capital", "Buenos Aires", "1427", "Argentina", "", "4553-0040", "", "http://www.prvademecum.com/PRData/NEWLaboratorio.asp?L=527", "", "", "", "", "", "", "", "Argentina", "", "", ""
"a5f6a2a7-d405-db34-a5e5-440c556b5001", "Benitol", "0000-00-00 00:00:00", "2006-03-07 21:26:07", "d9bf9be7-0bbf-fb9f-6c43-440384b7ef79", "1", "", "0", "1", "", "", "", "4671-8012", "Felipe Vallese 3340", "Capital", "Buenos Aires", "1407", "Argentina", "", "4671-9590/8011", "", "http://www.prvademecum.com/PRData/NEWLaboratorio.asp?L=29", "", "", "", "", "", "", "", "Argentina", "", "", ""
"b1c10686-0328-a748-253a-440c55713a96", "Bernabo", "0000-00-00 00:00:00", "2009-11-17 18:16:25", "2a8ae252-4ca4-9c60-4d29-460910f94fa1", "1", "", "0", "1", "", "", "", "4501-6426", "Terrada 2346", "Capital", "Buenos Aires", "1416", "Argentina", "", "4501-3213/18  4501-3278/7", "", "http://www.prvademecum.com/PRData/NEWLaboratorio.asp?L=190", "", "", "", "", "", "", "", "Argentina", "", "", ""
"7d981632-60fa-6803-d5e1-440c55f244ce", "Biocrom", "0000-00-00 00:00:00", "2006-03-06 20:02:44", "d9bf9be7-0bbf-fb9f-6c43-440384b7ef79", "1", "", "0", "1", "", "", "", "", "Luis Viale 965", "Capital", "Buenos Aires", "1416", "Argentina", "", "4588-1500", "", "http://www.prvademecum.com/PRData/NEWLaboratorio.asp?L=427", "", "", "", "", "", "", "", "Argentina", "", "", ""
"a87fa317-0f30-c55f-6749-440c55ffa0d7", "Bioprofarma", "0000-00-00 00:00:00", "2006-11-08 14:02:50", "77f65876-0037-1e32-ce81-454b5eefe54b", "1", "", "0", "1", "", "", "", "4581-1566/4016-6222", "Terrada 1270", "Capital", "Buenos Aires", "1416", "Argentina", "", "4016-6200", "", "http://www.prvademecum.com/PRData/NEWLaboratorio.asp?L=423", "", "", "", "", "", "", "", "Argentina", "", "", ""
"c1854f44-2e9a-ef77-2c69-440c55703230", "Biosintex/Ofar", "0000-00-00 00:00:00", "2007-11-14 20:39:37", "2a8ae252-4ca4-9c60-4d29-460910f94fa1", "1", "", "0", "1", "", "", "", "4301-2251", "Salom 657/651", "Capital", "Buenos Aires", "1277", "Argentina", "", "4301-2251", "", "http://www.prvademecum.com/PRData/NEWLaboratorio.asp?L=688", "", "", "", "", "", "", "", "Argentina", "", "", ""
"d2d39aab-d9c2-548c-4756-440c5543c661", "Biotenk", "0000-00-00 00:00:00", "2009-11-17 18:17:21", "2a8ae252-4ca4-9c60-4d29-460910f94fa1", "1", "", "0", "1", "", "", "", "4604-0204/05", "Zuviría 5747", "Capital", "Buenos Aires", "1439", "Argentina", "", "4604-0204/05", "", "http://www.prvademecum.com/PRData/NEWLaboratorio.asp?L=358", "", "", "", "", "", "", "", "Argentina", "", "", ""
"843443b5-1378-7948-023d-440c55ea4c8f", "Buenos Aires Vision", "0000-00-00 00:00:00", "2009-12-01 14:39:02", "2a8ae252-4ca4-9c60-4d29-460910f94fa1", "1", "", "0", "1", "", "", "", "", "", "", "", "", "Argentina", "", "", "", "http://", "", "", "", "", "", "", "", "Argentina", "", "", ""
"90e77dfa-ab0b-5810-2d04-440c554a6269", "CAEME", "0000-00-00 00:00:00", "2009-12-01 14:39:10", "2a8ae252-4ca4-9c60-4d29-460910f94fa1", "1", "Al 14 de Diciembre compuesto de la siguiente forma:
Presidente: Osvaldo de la Fuente
Vicepresidente 1º: James Harold
Vicepresidente 2º: Francisco Cervo", "0", "1", "", "", "", "", "Maipu 757
6° Piso", "Capital Federal", "Buenos Aires", "", "Argentina", "", "4327-7770 al 78", "", "http://", "", "", "", "", "", "", "", "Argentina", "", "", ""
"b36fcf83-bc01-c30d-e8f9-440c558c8e79", "Catalent", "0000-00-00 00:00:00", "2011-11-23 18:33:39", "2a8ae252-4ca4-9c60-4d29-460910f94fa1", "1", "", "0", "1", "", "", "", "", "Av. Marquez 691 (Camino Cintura)", "Villa Loma Hermosa", "", "1657", "Argentina", "", "4008-8400", "", "http://", "", "", "", "", "", "", "", "Argentina", "", "", ""
